time,ang,vel,acc,x,y,yaw,carv,alHori,roll
7.86,0.320837799,8.726646,-5.33E-12,89.41447279,-9.849333445,0.06391653,13.79564012,1.71605568,0.011726079
7.87,0.314977925,8.726646,0,89.55208521,-9.839705024,0.065178837,13.79423802,1.691081645,0.011606953
7.88,0.30911805,8.726646,0,89.68967186,-9.829909157,0.066425089,13.79285594,1.665489943,0.011476648
7.89,0.303258176,8.726646,5.33E-12,89.82723292,-9.819948401,0.067654293,13.79149352,1.639367909,0.011335734
7.9,0.293521362,8.726646,-5.33E-12,89.96476858,-9.809825385,0.06886554,13.79015129,1.610437988,0.011184883
7.91,0.283784547,8.726646,0,90.10227908,-9.799543033,0.070057834,13.78883061,1.576958071,0.011024488
7.92,0.274047733,8.726646,0,90.23976469,-9.789104697,0.07123001,13.7875316,1.539809131,0.010854456
7.93,0.264310918,8.726646,5.33E-12,90.37722575,-9.778514091,0.072380781,13.78625414,1.499790864,0.010674338
7.94,0.254574104,8.726646,5.33E-12,90.51466259,-9.767775214,0.073508792,13.78499792,1.457604503,0.010483498
7.95,0.244837289,8.726646,1.78E-12,90.65207562,-9.756892281,0.074612665,13.78376252,1.413837721,0.010281288
7.96,0.235100475,8.726646,-6.22E-12,90.78946522,-9.745869663,0.075691036,13.78254742,1.36896236,0.010067182
7.97,0.225363661,8.726646,0,90.92683183,-9.734711839,0.076742589,13.78135202,1.323332429,0.009840878
7.98,0.215626846,8.726646,5.33E-12,91.06417586,-9.72342336,0.077766079,13.78017573,1.277199456,0.009602344
7.99,0.205890032,8.726646,-5.33E-12,91.20149777,-9.712008823,0.078760353,13.77901791,1.230721907,0.009351832
8,0.193883271,8.726646,0,91.338798,-9.700472872,0.07972435,13.77787832,1.182578847,0.009089831
8.01,0.18187651,8.726646,-4.44E-12,91.47607705,-9.688820318,0.080656993,13.77675689,1.131736894,0.008816807
8.02,0.169869749,8.726646,-4.44E-12,91.61333542,-9.677056228,0.08155715,13.77565316,1.078733488,0.008533061
8.03,0.157862988,8.726646,-4.44E-12,91.75057366,-9.665185878,0.082423667,13.77456656,1.024032276,0.008238775
8.04,0.145856227,8.726646,0,91.88779231,-9.65321471,0.083255395,13.7734965,0.968023988,0.007934097
8.05,0.133849466,8.726646,0,92.02499196,-9.641148295,0.084051222,13.77244235,0.911026388,0.00761921
8.06,0.121842705,8.726646,-2.66E-12,92.1621732,-9.6289923,0.084810092,13.77140345,0.853285488,0.007294387
8.07,0.109835944,8.726646,-2.66E-12,92.29933663,-9.616752463,0.085531024,13.77037916,0.794980731,0.006960027
8.08,0.097829183,8.726646,8.88E-13,92.43648285,-9.604434578,0.086213124,13.76936884,0.736235101,0.006616666
8.09,0.085822422,8.726646,-8.88E-13,92.5736125,-9.592044477,0.086855593,13.76837186,0.677124803,0.006264964
8.1,0.071430035,8.307766992,-52.359876,92.71072619,-9.579588045,0.087457703,13.76738784,0.615829804,0.005905568
8.11,0.057037648,7.784168232,-52.359876,92.84782459,-9.567071406,0.088018635,13.76641614,0.550394478,0.005538409
8.12,0.042645261,7.260569472,-52.359876,92.98490837,-9.55450108,0.088537393,13.76545596,0.48154245,0.005162855
8.13,0.028252874,6.736970712,-52.359876,93.12197826,-9.541883922,0.089012843,13.76450652,0.410163361,0.004777954
8.14,0.013860487,6.213371952,-52.359876,93.259035,-9.529227038,0.089443768,13.76356695,0.337020758,0.004382599
8.15,-0.0005319,5.689773192,-52.359876,93.39607935,-9.516537712,0.089828913,13.76263639,0.262768214,0.003975722
8.16,-0.014924288,5.189887437,-44.08133865,93.53311208,-9.50382334,0.090167028,13.76171397,0.187910188,0.003556486
8.17,-0.029316675,4.83625603,-29.38066001,93.67013395,-9.49109138,0.090456912,13.7607988,0.112904971,0.00312446
8.18,-0.043709062,4.634838456,-14.61534383,93.80714571,-9.478349293,0.090697452,13.75989009,0.038282728,0.002679801
8.19,-0.058101449,4.543368253,-6.597149773,93.94414813,-9.465604497,0.090887667,13.75898709,-0.035690106,0.002223269
8.2,-0.074371182,4.520630786,-1.288013881,94.08114194,-9.452864352,0.091026713,13.75808896,-0.110161906,0.00175612
8.21,-0.090640914,4.508771752,-0.339572547,94.21812786,-9.440136272,0.091113801,13.75719446,-0.18620927,0.001279772
8.22,-0.106910647,4.512202593,0.609295769,94.35510664,-9.427427814,0.091148145,13.75630268,-0.263634202,0.000795551
